timestamp [ns],gaze x [px],gaze y [px],azimuth [deg],elevation [deg]
1760637400681385161,938.7240600585936,672.1718139648438,6.1132217083583456,-6.873212373598559
1760637400686390161,942.700439453125,676.1546020507812,6.373451915735831,-7.128453737028846
1760637400691386161,943.6671752929688,676.7413940429688,6.436542373099239,-7.165900915708965
1760637400696385161,946.2756347656249,687.587158203125,6.6122694800653266,-7.8633778431261305
1760637400701384161,945.9921264648438,688.5210571289062,6.594415365574913,-7.923624460176984
1760637400706384161,945.31005859375,688.8921508789062,6.550306003914971,-7.9478007792108265
1760637400711384161,938.195068359375,695.0584106445312,6.091385593581815,-8.347746582104643
1760637400716384161,935.245361328125,694.3801879882812,5.899102108067615,-8.305241383431698
1760637400721397161,929.8002319335938,691.614990234375,5.543372195715011,-8.129160429798826
1760637400726384161,929.1764526367186,686.899169921875,5.500342003943931,-7.825536623549722
1760637400731384161,927.1538696289064,685.001220703125,5.367904635937384,-7.703905699137584
1760637400736390161,926.0938720703125,684.8677978515625,5.298933385698595,-7.6956527615533235
1760637400741390161,927.4863891601562,681.5051879882811,5.387828297746311,-7.478472090054754
1760637400746386161,938.8934936523438,677.42236328125,6.12688208669837,-7.211502207499814
1760637400751383161,937.86767578125,676.1819458007812,6.059625213941255,-7.131932808342713
1760637400756383161,929.52685546875,677.28466796875,5.518407854298615,-7.205772607903624
1760637400761383161,927.603515625,673.7265014648438,5.391858109356619,-6.976978703194784
1760637400766507161,925.5269165039061,626.6710815429688,5.241272928725348,-3.9410374601087095
1760637400771507161,929.0546875,622.8924560546874,5.4688138507351525,-3.6964369353804485
1760637400776507161,918.7958374023438,605.4680786132812,4.801579500905777,-2.572240244073395
1760637400781507161,913.1812744140625,582.7854614257812,4.436184870877605,-1.1064291892876423
1760637400786507161,920.25927734375,550.1975708007814,4.8942993188887,1.0007326488082655
1760637400791507161,919.72021484375,545.7368774414061,4.859772712634285,1.2891609660347794
1760637400796507161,918.2799682617188,545.7517700195312,4.7665884417878015,1.2882524648299172
1760637400801506161,928.6940307617189,542.6347656250001,5.440605169463,1.4892966859275687
1760637400806515161,926.8853759765625,540.1201782226562,5.323884066736651,1.6519273234491778
1760637400811506161,925.5284423828124,538.8681640625,5.236245909496218,1.7329364054180159
1760637400816506161,926.7262573242186,536.4215087890624,5.314048594331833,1.8910122219063241
1760637400821506161,928.28466796875,531.2191772460938,5.415627167668263,2.2271510943179704
1760637400826506161,929.7436523437501,528.3167724609375,5.5105121556180805,2.4146072061022212
1760637400831506161,928.6895141601562,526.3460693359375,5.442633735646494,2.5420704945618
1760637400836505161,927.3223876953125,524.4990844726562,5.354490144407479,2.6615770517052866
1760637400841517161,928.3915405273439,525.924072265625,5.423427243700417,2.5693730075585446
1760637400846505161,928.436279296875,525.4960937500001,5.426398375989373,2.5970289104483393
1760637400851512161,928.7200927734375,526.2885131835936,5.444621320694967,2.5457873856123725
1760637400856514161,930.9202270507812,525.6547851562499,5.587119557348943,2.5865268845442357
1760637400861506161,931.0724487304688,528.2271728515625,5.596511067457711,2.4202746584099875
1760637400866505161,933.7504272460939,531.255859375,5.769273872324013,2.224316152201393
1760637400871504161,935.1353149414062,531.9808959960938,5.85875618064035,2.177346782793112
1760637400876504161,936.3529052734375,533.5738525390625,5.937269205149647,2.0743190614612956
1760637400881504161,937.4832153320312,535.343994140625,6.0101131726478325,1.959860528664737
1760637400886504161,940.0264892578125,535.1256713867188,6.17465925994261,1.973760185336582
1760637400891508161,941.1699829101562,536.84765625,6.248357001087047,1.8624323511565155
1760637400896628161,940.7133178710938,536.5484619140625,6.218864244250932,1.8817949130099425
1760637400901628161,940.7359619140625,534.9223022460938,6.220585451921775,1.9868388155746315
1760637400906628161,940.741943359375,536.2780151367188,6.220756206651026,1.8992628279273438
1760637400911628161,941.8374023437501,536.997314453125,6.291503306074018,1.8527133259924806
1760637400916628161,940.649169921875,538.7012939453125,6.2143973005337445,1.7427313823297745
1760637400921636161,942.8027343749999,540.5807495117189,6.353418970900184,1.6211792330699213
1760637400926628161,944.2715454101564,545.0200805664062,6.44784633617561,1.334357216298082
1760637400931627161,945.8619995117188,551.1971435546875,6.5500601171048505,0.9353460287750502
1760637400936627161,946.7678833007814,563.6865844726561,6.607932309942369,0.12878140469015825
1760637400941627161,946.8086547851562,566.5822143554686,6.610520951637803,-0.058202973334346694
1760637400946627161,945.9237670898438,568.8816528320312,6.553311287149777,-0.20670787202926075
1760637400951627161,946.9235229492189,568.87841796875,6.617938537076437,-0.20647451418883947
1760637400956627161,946.2302856445312,572.0847778320312,6.573159816877834,-0.4135400002865834
1760637400961626161,949.7025146484375,573.5865478515624,6.797661304706983,-0.5103724791902322
1760637400966626161,950.2256469726562,573.9163208007814,6.831484401476886,-0.5316405795291753
1760637400971626161,950.9306030273438,575.725341796875,6.877116895321741,-0.6483935226458487
1760637400976626161,951.2481689453125,576.5065917968751,6.89767576472348,-0.6988107489969735
1760637400981626161,951.4552612304688,580.4713745117188,6.911274671360975,-0.9547341326495705
1760637400986632161,951.7957153320312,582.9910888671875,6.933465955974347,-1.1173552497836592
1760637400991626161,951.9921875,584.7106323242188,6.94630671161397,-1.2283304301861901
1760637400996625161,953.582763671875,586.0894775390625,7.049251322784403,-1.3171899182325473
1760637401001625161,953.7114868164062,585.6716918945314,7.057536342247628,-1.2902153817247344
1760637401006625161,954.316162109375,585.9744262695311,7.096652835624291,-1.3097005241629602
1760637401011630161,955.5902709960938,586.2862548828124,7.179045407582155,-1.3297110133146501
